Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.53417900,44.07815700,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1146,14.99,5.446,1.000,91.00,1154.0,On,10/16/2022,0.00,8,18.69,30.07,3.694,1933.3,16043,15437,286.47,275.66,6.749,10/16/2022
-93.53415830,44.07815680,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1147,14.99,5.446,1.000,91.00,1154.2,On,10/16/2022,0.00,8,18.68,30.45,3.710,1957.5,16243,15632,290.06,279.15,6.749,10/16/2022
-93.53413740,44.07815660,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1148,14.99,5.446,1.000,91.00,1154.2,On,10/16/2022,0.00,8,18.68,30.27,3.688,1946.0,16149,15542,288.37,277.53,6.749,10/16/2022
-93.53411660,44.07815630,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1149,14.99,5.446,1.000,92.00,1154.5,On,10/16/2022,0.00,8,18.73,29.49,3.708,1895.7,15730,15130,280.90,270.18,6.749,10/16/2022
-93.53409600,44.07815600,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1150,14.99,5.413,1.000,92.00,1154.5,On,10/16/2022,0.00,8,18.78,28.60,3.674,1838.6,15349,14753,274.09,263.45,6.708,10/16/2022
-93.53407530,44.07815550,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1151,14.99,5.413,1.000,92.00,1154.7,On,10/16/2022,0.00,8,18.83,28.12,3.706,1807.7,15091,14496,269.48,258.86,6.708,10/16/2022
-93.53405470,44.07815520,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1152,14.99,5.413,1.000,92.00,1154.9,On,10/16/2022,0.00,8,18.86,28.13,3.694,1808.3,15097,14496,269.58,258.86,6.708,10/16/2022
-93.53403410,44.07815500,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1153,14.99,5.381,1.000,91.00,1155.0,On,10/16/2022,0.00,8,18.87,28.30,3.672,1819.1,15279,14670,272.84,261.96,6.667,10/16/2022
-93.53401340,44.07815480,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1154,14.99,5.446,1.000,91.00,1155.2,On,10/16/2022,0.00,8,18.88,28.20,3.678,1813.0,15045,14443,268.66,257.91,6.749,10/16/2022
-93.53399270,44.07815450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1155,14.99,5.413,1.000,92.00,1155.2,On,10/16/2022,0.00,8,18.89,28.08,3.674,1805.0,15069,14465,269.08,258.30,6.708,10/16/2022
-93.53397210,44.07815430,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1156,14.99,5.413,1.000,91.00,1155.5,On,10/16/2022,0.00,8,18.89,28.16,3.682,1810.3,15114,14507,269.88,259.06,6.708,10/16/2022
-93.53395160,44.07815390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1157,14.99,5.381,1.000,92.00,1155.7,On,10/16/2022,0.00,8,18.87,28.29,3.666,1818.4,15273,14664,272.74,261.86,6.667,10/16/2022
-93.53393110,44.07815350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1158,14.99,5.381,1.000,92.00,1155.8,On,10/16/2022,0.00,8,18.85,28.26,3.690,1816.4,15256,14651,272.44,261.63,6.667,10/16/2022
-93.53391050,44.07815330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1159,14.99,5.413,1.000,91.00,1156.0,On,10/16/2022,0.00,8,18.83,28.12,3.670,1807.7,15091,14496,269.48,258.86,6.708,10/16/2022
-93.53389000,44.07815300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1160,14.99,5.381,1.000,91.00,1156.2,On,10/16/2022,0.00,8,18.81,28.00,3.668,1800.3,15121,14528,270.02,259.44,6.667,10/16/2022
-93.53386950,44.07815260,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1161,14.99,5.381,1.000,92.00,1156.5,On,10/16/2022,0.00,8,18.80,27.93,3.692,1795.6,15082,14492,269.31,258.79,6.667,10/16/2022
-93.53384900,44.07815230,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1162,14.99,5.381,1.000,91.00,1156.8,On,10/16/2022,0.00,8,18.87,27.96,3.698,1797.6,15099,14496,269.62,258.86,6.667,10/16/2022
-93.53382850,44.07815190,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1163,14.99,5.348,1.000,92.00,1157.0,On,10/16/2022,0.00,8,18.96,28.13,3.696,1808.3,15282,14656,272.89,261.71,6.627,10/16/2022
-93.53380810,44.07815150,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1164,14.99,5.381,1.000,92.00,1157.2,On,10/16/2022,0.00,8,19.01,28.16,3.714,1810.3,15206,14573,271.53,260.24,6.667,10/16/2022
-93.53378750,44.07815130,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1165,14.99,5.381,1.000,91.00,1157.4,On,10/16/2022,0.00,8,19.02,28.08,3.706,1805.0,15161,14529,270.72,259.45,6.667,10/16/2022
-93.53376720,44.07815110,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1166,14.99,5.348,1.000,91.00,1157.7,On,10/16/2022,0.00,8,19.02,28.08,3.718,1805.0,15254,14618,272.39,261.04,6.627,10/16/2022
-93.53374690,44.07815100,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1167,14.99,5.315,1.000,90.00,1158.0,On,10/16/2022,0.00,8,19.02,28.29,3.748,1818.4,15462,14818,276.11,264.60,6.586,10/16/2022
-93.53372640,44.07815090,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1168,14.99,5.348,1.000,91.00,1158.3,On,10/16/2022,0.00,8,19.02,28.59,3.712,1837.9,15532,14885,277.35,265.80,6.627,10/16/2022
-93.53370610,44.07815090,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1169,14.99,5.348,1.000,90.00,1158.6,On,10/16/2022,0.00,8,19.02,28.89,3.734,1857.4,15696,15043,280.29,268.62,6.627,10/16/2022
-93.53368570,44.07815070,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1170,14.99,5.348,1.000,91.00,1158.9,On,10/16/2022,0.00,8,18.96,29.24,3.752,1879.5,15884,15233,283.64,272.02,6.627,10/16/2022
-93.53366550,44.07815050,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1171,14.99,5.315,1.000,91.00,1159.2,On,10/16/2022,0.00,8,18.89,29.52,3.746,1897.7,16136,15489,288.14,276.58,6.586,10/16/2022
-93.53364510,44.07815040,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1172,14.99,5.348,1.000,91.00,1159.4,On,10/16/2022,0.00,8,18.83,29.60,3.748,1903.0,16082,15449,287.19,275.88,6.627,10/16/2022
-93.53362460,44.07815020,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1173,14.99,5.381,1.000,91.00,1159.8,On,10/16/2022,0.00,8,18.71,29.30,3.754,1883.6,15821,15220,282.51,271.78,6.667,10/16/2022
-93.53360410,44.07815000,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1174,14.99,5.381,1.000,91.00,1160.0,On,10/16/2022,0.00,8,18.63,28.87,3.744,1856.0,15589,15012,278.38,268.07,6.667,10/16/2022
-93.53358370,44.07814980,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1175,14.99,5.348,1.000,91.00,1160.3,On,10/16/2022,0.00,8,18.61,28.39,3.750,1825.1,15424,14856,275.43,265.29,6.627,10/16/2022
-93.53356340,44.07814990,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1176,14.99,5.348,1.000,90.00,1160.6,On,10/16/2022,0.00,8,18.61,27.70,3.752,1780.8,15049,14495,268.74,258.85,6.627,10/16/2022
-93.53354280,44.07814970,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1177,14.99,5.381,1.000,91.00,1160.8,On,10/16/2022,0.00,8,18.62,26.98,3.738,1734.4,14568,14030,260.15,250.54,6.667,10/16/2022
-93.53352210,44.07814960,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1178,14.99,5.446,1.000,91.00,1161.1,On,10/16/2022,0.00,8,18.62,26.76,3.744,1720.3,14276,13748,254.92,245.51,6.749,10/16/2022
-93.53350140,44.07814970,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1179,14.99,5.413,1.000,90.00,1161.3,On,10/16/2022,0.00,8,18.62,26.91,3.740,1729.7,14441,13907,257.87,248.35,6.708,10/16/2022
-93.53348070,44.07814950,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1180,14.99,5.446,1.000,91.00,1161.4,On,10/16/2022,0.00,8,18.62,27.06,3.728,1739.8,14437,13904,257.81,248.29,6.749,10/16/2022
-93.53346000,44.07814940,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1181,14.99,5.446,1.000,90.00,1161.7,On,10/16/2022,0.00,8,18.62,27.28,3.730,1753.9,14554,14016,259.90,250.29,6.749,10/16/2022
-93.53343920,44.07814920,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1182,14.99,5.446,1.000,91.00,1161.7,On,10/16/2022,0.00,8,18.63,27.74,3.714,1783.5,14800,14251,264.28,254.48,6.749,10/16/2022
-93.53341820,44.07814870,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1183,14.99,5.512,1.000,92.00,1162.0,On,10/16/2022,0.00,8,18.67,28.17,3.710,1811.0,14849,14292,265.16,255.22,6.830,10/16/2022
-93.53339730,44.07814840,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1184,14.99,5.479,1.000,92.00,1162.1,On,10/16/2022,0.00,8,18.72,28.40,3.716,1825.8,15060,14486,268.93,258.68,6.789,10/16/2022
-93.53337640,44.07814800,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1185,14.99,5.479,1.000,92.00,1162.1,On,10/16/2022,0.00,8,18.77,28.34,3.712,1821.8,15027,14445,268.33,257.95,6.789,10/16/2022
-93.53335540,44.07814760,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1186,14.99,5.512,1.000,92.00,1162.4,On,10/16/2022,0.00,8,18.82,28.05,3.708,1803.0,14783,14202,263.98,253.61,6.830,10/16/2022
-93.53333420,44.07814740,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1187,14.99,5.545,1.000,92.00,1162.4,On,10/16/2022,0.00,8,18.85,27.73,3.706,1782.8,14531,13955,259.49,249.20,6.870,10/16/2022
-93.53331320,44.07814720,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1188,14.99,5.512,1.000,91.00,1162.4,On,10/16/2022,0.00,8,18.88,27.76,3.726,1784.8,14634,14049,261.33,250.88,6.830,10/16/2022
-93.53329220,44.07814700,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1189,14.99,5.512,1.000,90.00,1162.4,On,10/16/2022,0.00,8,18.91,28.23,3.734,1815.0,14882,14282,265.75,255.04,6.830,10/16/2022
-93.53327110,44.07814710,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1190,14.99,5.512,1.000,90.00,1162.4,On,10/16/2022,0.00,8,18.92,28.88,3.734,1856.7,15224,14608,271.85,260.85,6.830,10/16/2022
-93.53325010,44.07814720,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1191,14.99,5.512,1.000,90.00,1162.6,On,10/16/2022,0.00,8,18.96,29.27,3.728,1881.6,15428,14796,275.49,264.21,6.830,10/16/2022
-93.53322890,44.07814680,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1192,14.99,5.545,1.000,91.00,1162.7,On,10/16/2022,0.00,8,19.01,29.17,3.736,1875.5,15287,14652,272.98,261.64,6.870,10/16/2022
-93.53320790,44.07814650,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1193,14.99,5.512,1.000,92.00,1162.7,On,10/16/2022,0.00,8,19.04,28.84,3.704,1854.0,15202,14565,271.46,260.09,6.830,10/16/2022
-93.53318690,44.07814620,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1194,14.99,5.512,1.000,91.00,1162.7,On,10/16/2022,0.00,8,19.03,28.77,3.746,1849.3,15163,14529,270.77,259.45,6.830,10/16/2022
-93.53316600,44.07814580,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1195,14.99,5.512,1.000,92.00,1162.7,On,10/16/2022,0.00,8,19.02,28.84,3.710,1854.0,15202,14568,271.46,260.14,6.830,10/16/2022
-93.53314520,44.07814530,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1196,14.99,5.446,1.000,92.00,1162.7,On,10/16/2022,0.00,8,19.02,28.76,3.742,1848.6,15340,14701,273.93,262.52,6.749,10/16/2022
-93.53312450,44.07814490,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1197,14.99,5.446,1.000,92.00,1162.8,On,10/16/2022,0.00,8,19.03,28.59,3.764,1837.9,15251,14615,272.34,260.98,6.749,10/16/2022
-93.53310380,44.07814470,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1198,14.99,5.446,1.000,92.00,1163.1,On,10/16/2022,0.00,8,19.04,28.38,3.740,1824.5,15140,14506,270.35,259.03,6.749,10/16/2022
-93.53308300,44.07814450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1199,14.99,5.446,1.000,91.00,1163.1,On,10/16/2022,0.00,8,19.06,28.20,3.758,1813.0,15045,14411,268.66,257.33,6.749,10/16/2022
-93.53306230,44.07814450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1200,14.99,5.446,1.000,90.00,1163.1,On,10/16/2022,0.00,8,19.08,27.97,3.766,1798.3,14922,14290,266.47,255.18,6.749,10/16/2022
-93.53304170,44.07814460,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1201,14.99,5.381,1.000,90.00,1163.1,On,10/16/2022,0.00,8,19.10,27.68,3.752,1779.4,14946,14309,266.90,255.53,6.667,10/16/2022
-93.53302110,44.07814440,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1202,14.99,5.413,1.000,91.00,1163.4,On,10/16/2022,0.00,8,19.15,27.71,3.758,1781.5,14872,14230,265.58,254.11,6.708,10/16/2022
-93.53300040,44.07814420,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1203,14.99,5.446,1.000,91.00,1163.4,On,10/16/2022,0.00,8,19.20,28.23,3.780,1815.0,15062,14403,268.96,257.19,6.749,10/16/2022
-93.53297980,44.07814400,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1204,14.99,5.413,1.000,91.00,1163.4,On,10/16/2022,0.00,8,19.26,28.75,3.762,1848.0,15428,14741,275.49,263.23,6.708,10/16/2022
-93.53295910,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1205,14.99,5.446,1.000,92.00,1163.6,On,10/16/2022,0.00,8,19.36,28.81,3.764,1852.0,15368,14666,274.43,261.90,6.749,10/16/2022
-93.53293830,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1206,14.99,5.446,1.000,92.00,1163.7,On,10/16/2022,0.00,8,19.41,28.68,3.782,1843.9,15301,14592,273.24,260.58,6.749,10/16/2022
-93.53291760,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1207,14.99,5.446,1.000,91.00,1163.7,On,10/16/2022,0.00,8,19.39,28.57,3.756,1836.5,15240,14538,272.14,259.61,6.749,10/16/2022
-93.53289680,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1208,14.99,5.446,1.000,91.00,1163.9,On,10/16/2022,0.00,8,19.35,28.53,3.768,1833.9,15218,14524,271.74,259.36,6.749,10/16/2022
-93.53287600,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1209,14.99,5.446,1.000,91.00,1164.0,On,10/16/2022,0.00,8,19.32,28.42,3.766,1827.1,15162,14476,270.75,258.51,6.749,10/16/2022
-93.53285520,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1210,14.99,5.479,1.000,91.00,1164.0,On,10/16/2022,0.00,8,19.29,28.32,3.780,1820.4,15016,14343,268.14,256.12,6.789,10/16/2022
-93.53283440,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1211,14.99,5.446,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.27,28.22,3.752,1814.4,15056,14384,268.86,256.86,6.749,10/16/2022
-93.53281340,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1212,14.99,5.512,1.000,90.00,1164.1,On,10/16/2022,0.00,8,19.19,28.16,3.762,1810.3,14844,14195,265.07,253.49,6.830,10/16/2022
-93.53279230,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1213,14.99,5.545,1.000,90.00,1164.2,On,10/16/2022,0.00,8,19.08,28.05,3.758,1803.0,14696,14073,262.42,251.30,6.870,10/16/2022
-93.53277130,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1214,14.99,5.512,1.000,90.00,1164.3,On,10/16/2022,0.00,8,19.01,27.67,3.752,1778.8,14585,13979,260.44,249.62,6.830,10/16/2022
-93.53275010,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1215,14.99,5.545,1.000,91.00,1164.2,On,10/16/2022,0.00,8,18.96,27.22,3.770,1749.9,14263,13679,254.70,244.27,6.870,10/16/2022
-93.53272890,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1216,14.99,5.577,1.000,90.00,1164.0,On,10/16/2022,0.00,8,18.92,26.83,3.776,1725.0,13978,13411,249.60,239.49,6.911,10/16/2022
-93.53270780,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1217,14.99,5.545,1.000,90.00,1164.0,On,10/16/2022,0.00,8,18.91,26.72,3.762,1717.6,14000,13435,250.00,239.92,6.870,10/16/2022
-93.53268670,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1218,14.99,5.545,1.000,90.00,1164.0,On,10/16/2022,0.00,8,18.90,27.15,3.756,1745.2,14225,13652,254.01,243.79,6.870,10/16/2022
-93.53266560,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1219,14.99,5.545,1.000,90.00,1164.0,On,10/16/2022,0.00,8,18.89,28.06,3.740,1803.6,14701,14111,262.52,251.97,6.870,10/16/2022
-93.53264460,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1220,14.99,5.512,1.000,90.00,1164.0,On,10/16/2022,0.00,8,18.92,28.93,3.750,1860.1,15251,14634,272.34,261.32,6.830,10/16/2022
-93.53262360,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1221,14.99,5.512,1.000,91.00,1164.0,On,10/16/2022,0.00,8,18.97,29.30,3.762,1883.6,15444,14811,275.79,264.47,6.830,10/16/2022
-93.53260240,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1222,14.99,5.545,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.01,29.18,3.780,1876.2,15292,14658,273.08,261.75,6.870,10/16/2022
-93.53258130,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1223,14.99,5.545,1.000,91.00,1164.0,On,10/16/2022,0.00,8,19.10,28.81,3.774,1852.0,15095,14452,269.56,258.07,6.870,10/16/2022
-93.53256020,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1224,14.99,5.545,1.000,91.00,1164.0,On,10/16/2022,0.00,8,19.18,28.38,3.788,1824.5,14871,14223,265.55,253.99,6.870,10/16/2022
-93.53253920,44.07814300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1225,14.99,5.512,1.000,91.00,1164.0,On,10/16/2022,0.00,8,19.19,27.87,3.776,1791.5,14689,14048,262.31,250.86,6.830,10/16/2022
-93.53251820,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1226,14.99,5.479,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.14,27.31,3.768,1755.9,14484,13860,258.64,247.50,6.789,10/16/2022
-93.53249720,44.07814310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1227,14.99,5.512,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.10,26.94,3.758,1731.8,14199,13595,253.56,242.76,6.830,10/16/2022
-93.53247610,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1228,14.99,5.545,1.000,89.00,1164.0,On,10/16/2022,0.00,8,19.14,27.10,3.770,1741.8,14197,13586,253.52,242.61,6.870,10/16/2022
-93.53245510,44.07814320,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1229,14.99,5.512,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.20,27.77,3.776,1785.5,14640,13999,261.43,249.98,6.830,10/16/2022
-93.53243410,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1230,14.99,5.512,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.24,28.88,3.756,1856.7,15224,14550,271.85,259.83,6.830,10/16/2022
-93.53241300,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1231,14.99,5.512,1.000,90.00,1164.0,On,10/16/2022,0.00,8,19.24,30.22,3.750,1942.7,15929,15224,284.44,271.85,6.830,10/16/2022
-93.53239190,44.07814400,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1232,14.99,5.545,1.000,89.00,1164.0,On,10/16/2022,0.00,8,19.24,31.21,3.780,2006.5,16355,15631,292.05,279.12,6.870,10/16/2022
-93.53237080,44.07814410,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1233,14.99,5.545,1.000,90.00,1163.7,On,10/16/2022,0.00,8,19.21,31.15,3.740,2002.5,16322,15605,291.46,278.66,6.870,10/16/2022
-93.53234970,44.07814400,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1234,14.99,5.545,1.000,91.00,1163.7,On,10/16/2022,0.00,8,19.16,30.46,3.744,1958.1,15960,15269,285.01,272.66,6.870,10/16/2022
-93.53232880,44.07814390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1235,14.99,5.479,1.000,90.00,1163.7,On,10/16/2022,0.00,8,19.12,29.87,3.750,1920.5,15841,15162,282.88,270.75,6.789,10/16/2022
-93.53230770,44.07814380,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1236,14.99,5.512,1.000,90.00,1163.7,On,10/16/2022,0.00,8,19.07,29.61,3.774,1903.7,15609,14949,278.74,266.95,6.830,10/16/2022
-93.53228660,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1237,14.99,5.545,1.000,91.00,1163.7,On,10/16/2022,0.00,8,19.02,29.25,3.748,1880.2,15325,14687,273.67,262.27,6.870,10/16/2022
-93.53226540,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1238,14.99,5.577,1.000,90.00,1163.4,On,10/16/2022,0.00,8,18.97,28.77,3.764,1849.3,14985,14369,267.58,256.60,6.911,10/16/2022
-93.53224410,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1239,14.99,5.577,1.000,91.00,1163.4,On,10/16/2022,0.00,8,18.94,28.38,3.752,1824.5,14783,14182,263.99,253.25,6.911,10/16/2022
-93.53222300,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1240,14.99,5.545,1.000,91.00,1163.4,On,10/16/2022,0.00,8,18.92,28.06,3.748,1803.6,14701,14106,262.52,251.89,6.870,10/16/2022
-93.53220170,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1241,14.99,5.577,1.000,90.00,1163.2,On,10/16/2022,0.00,8,18.92,27.90,3.788,1793.6,14533,13945,259.52,249.01,6.911,10/16/2022
-93.53218070,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1242,14.99,5.545,1.000,91.00,1163.1,On,10/16/2022,0.00,8,18.92,28.01,3.768,1800.9,14679,14085,262.13,251.52,6.870,10/16/2022
-93.53215960,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1243,14.99,5.545,1.000,91.00,1163.1,On,10/16/2022,0.00,8,18.93,28.42,3.748,1827.1,14893,14288,265.94,255.14,6.870,10/16/2022
-93.53213850,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1244,14.99,5.545,1.000,90.00,1163.1,On,10/16/2022,0.00,8,18.97,28.93,3.742,1860.1,15161,14539,270.73,259.63,6.870,10/16/2022
-93.53211750,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1245,14.99,5.512,1.000,90.00,1162.7,On,10/16/2022,0.00,8,18.99,29.40,3.782,1890.3,15499,14859,276.77,265.35,6.830,10/16/2022
-93.53209640,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1246,14.99,5.545,1.000,91.00,1162.7,On,10/16/2022,0.00,8,18.96,29.61,3.772,1903.7,15517,14882,277.09,265.75,6.870,10/16/2022
-93.53207520,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1247,14.99,5.545,1.000,91.00,1162.6,On,10/16/2022,0.00,8,18.84,29.39,3.794,1889.6,15402,14793,275.03,264.16,6.870,10/16/2022
-93.53205430,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1248,14.99,5.479,1.000,90.00,1162.4,On,10/16/2022,0.00,8,18.75,28.85,3.774,1854.7,15298,14710,273.18,262.67,6.789,10/16/2022
-93.53203340,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1249,14.99,5.479,1.000,90.00,1162.4,On,10/16/2022,0.00,8,18.69,28.29,3.764,1818.4,14999,14432,267.84,257.72,6.789,10/16/2022
-93.53201250,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1250,14.99,5.512,1.000,90.00,1162.4,On,10/16/2022,0.00,8,18.64,27.92,3.778,1794.9,14717,14170,262.80,253.03,6.830,10/16/2022
-93.53199160,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1251,14.99,5.479,1.000,91.00,1162.4,On,10/16/2022,0.00,8,18.61,27.75,3.778,1784.1,14716,14175,262.79,253.13,6.789,10/16/2022
-93.53197040,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1252,14.99,5.577,1.000,90.00,1162.1,On,10/16/2022,0.00,8,18.54,27.88,3.786,1792.2,14522,13999,259.32,249.98,6.911,10/16/2022
-93.53194920,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1253,14.99,5.545,1.000,91.00,1162.1,On,10/16/2022,0.00,8,18.49,28.47,3.792,1830.5,14920,14392,266.43,257.00,6.870,10/16/2022
-93.53192830,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1254,14.99,5.512,1.000,90.00,1162.1,On,10/16/2022,0.00,8,18.48,29.35,3.792,1886.9,15472,14926,276.28,266.53,6.830,10/16/2022
